ICN,Event_Type_List
201011121,Kidnapping
201010949,Armed Attack
201010968,Armed Attack
201010605,Armed Attack
201010385,Armed Attack
201010232,Armed Attack
201011365,Armed Attack
201011250,Armed Attack
201010877,Armed Attack
201011394,Armed Attack
201011394, Kidnapping
201011457,Armed Attack
201011456,Armed Attack
201010575,Armed Attack
201010953,Arson/Firebombing
201010965,Arson/Firebombing
201011078,Arson/Firebombing
201011399,Arson/Firebombing
201011399, Unknown
201011258,Armed Attack
201010964,Bombing
201010237,Bombing
201010237, Near Miss/Non Attack Incident
201011133,Unknown
201011073,Unknown
201011943,Kidnapping
201010599,Bombing
201010615,Bombing
201011064,Bombing
201011045,Bombing
201010617,Bombing
201011252,Bombing
201011230,Bombing
201011227,Bombing
201011269,Bombing
201011177,Bombing
201010598,Armed Attack
201010597,Armed Attack
201010645,Armed Attack
201010601,Kidnapping
201010660,Armed Attack
201010691,Armed Attack
201011239,Armed Attack
201011236,Armed Attack
201010806,Armed Attack
201010483,Armed Attack
201011209,Armed Attack
201011211,Armed Attack
201011217,Armed Attack
201011212,Armed Attack
201011210,Armed Attack
201011407,Armed Attack
201011219,Armed Attack
201011216,Bombing
201010514,Bombing
201011454,Armed Attack
201010866,Assault
201010866, Kidnapping
201010898,Armed Attack
201011134,Unknown
201011349,Kidnapping
201011349, Unknown
201011214,Kidnapping
201010863,Kidnapping
201011485,Kidnapping
201010460,Bombing
201010663,Bombing
201010616,Bombing
201010639,Bombing
201010680,Bombing
201010637,Bombing
201010679,Bombing
201010786,Bombing
201011273,Bombing
201011286,Bombing
201011266,Bombing
201011282,Bombing
201011268,Bombing
201011270,Bombing
201011170,Bombing
201010503,Bombing
201010651,Armed Attack
201010787,Armed Attack
201011408,Armed Attack
201010702,Armed Attack
201011183,Armed Attack
201011179,Kidnapping
201011499,Armed Attack
201011499, Kidnapping
201010619,Armed Attack
201010619, Arson/Firebombing
201010636,Armed Attack
201011492,Armed Attack
201011178,Assault
201011178, Kidnapping
201010392,Arson/Firebombing
201011852,Arson/Firebombing
201010888,Arson/Firebombing
201011389,Arson/Firebombing
201011389, Kidnapping
201011389, Theft
201011389, Unknown
201011409,Armed Attack
201011069,Armed Attack
201011181,Armed Attack
201011519,Assault
201010681,Unknown
201010754,Unknown
201010700,Unknown
201010869,Kidnapping
201010530,Bombing
201010709,Bombing
201010752,Bombing
201010676,Bombing
201010657,Bombing
201010893,Bombing
201010723,Bombing
201011289,Bombing
201011309,Bombing
201011317,Bombing
201011294,Bombing
201010759,Armed Attack
201010759, Theft
201010667,Armed Attack
201011316,Armed Attack
201011305,Armed Attack
201011288,Kidnapping
201011311,Armed Attack
201011221,Kidnapping
201010461,Armed Attack
201011501,Armed Attack
201011495,Armed Attack
201010720,Armed Attack
201010720, Kidnapping
201010747,Armed Attack
201010747, Kidnapping
201011853,Armed Attack
201011300,Bombing
201011300, Suicide
201011301,Armed Attack
201011310,Assault
201011520,Assault
201010749,Unknown
201011070,Kidnapping
201011779,Bombing
201011173,Armed Attack
201011173, Bombing
201011343,Armed Attack
201011343, Bombing
201011343, Suicide
201010686,Bombing
201010689,Bombing
201010689, Suicide
201011613,Bombing
201010765,Bombing
201011055,Bombing
201011055, Suicide
201010762,Bombing
201010682,Bombing
201011344,Bombing
201011347,Bombing
201011348,Bombing
201011579,Bombing
201011581,Bombing
201011346,Bombing
201011345,Bombing
201010552,Bombing
201011190,Bombing
201011223,Bombing
201010502,Bombing
201010502, Suicide
201010768,Armed Attack
201010692,Armed Attack
201010695,Armed Attack
201011342,Armed Attack
201011341,Armed Attack
201010814,Armed Attack
201010814, Theft
201010512,Armed Attack
201010822,Armed Attack
201012855,Armed Attack
201012855, Arson/Firebombing
201011428,Armed Attack
201011428, Arson/Firebombing
201011428, Theft
201010710,Arson/Firebombing
201010710, Threat
201011129,Armed Attack
201011129, Kidnapping
201010751,Armed Attack
201010751, Kidnapping
201011583,Armed Attack
201011782,Armed Attack
201011328,Armed Attack
201010886,Armed Attack
201011137,Assault
201011844,Assault
201010755,Assault
201010755, Hijacking
201011146,Bombing
201011146, Near Miss/Non Attack Incident
201011213,Bombing
201012852,Bombing
201011951,Bombing
201011967,Bombing
201011479,Bombing
201011474,Bombing
201011475,Bombing
201011208,Bombing
201011380,Bombing
201011378,Bombing
201011455,Bombing
201011381,Bombing
201011448,Bombing
201011436,Bombing
201011577,Bombing
201011450,Bombing
201011358,Bombing
201011358, Suicide
201012847,Armed Attack
201011124,Armed Attack
201011669,Armed Attack
201011666,Armed Attack
201011385,Armed Attack
201011410,Armed Attack
201011329,Armed Attack
201011337,Armed Attack
201010820,Armed Attack
201010820, Bombing
201010820, Theft
201011155,Arson/Firebombing
201011162,Arson/Firebombing
201011162, Assault
201011476,Armed Attack
201011354,Armed Attack
201011377,Armed Attack
201012025,Armed Attack
201011524,Bombing
201011588,Armed Attack
201011356,Armed Attack
201011355,Armed Attack
201011974,Unknown
201011169,Kidnapping
201011468,Kidnapping
201012044,Unknown
201012400,Kidnapping
201012288,Bombing
201011458,Armed Attack
201011458, Bombing
201011606,Bombing
201011953,Bombing
201011618,Bombing
201011939,Bombing
201012017,Bombing
201012013,Bombing
201011512,Bombing
201011517,Bombing
201011508,Bombing
201010824,Bombing
201011880,Armed Attack
201011491,Armed Attack
201012067,Armed Attack
201012016,Armed Attack
201011515,Armed Attack
201011127,Armed Attack
201011127, Arson/Firebombing
201011127, Kidnapping
201011382,Armed Attack
201011382, Bombing
201011382, Suicide
201011222,Armed Attack
201011222, Kidnapping
201012119,Arson/Firebombing
201011855,Arson/Firebombing
201011496,Bombing
201011496, Suicide
201011498,Armed Attack
201011487,Unknown
201011616,Unknown
201010872,Assault
201010872, Kidnapping
201012888,Bombing
201011504,Bombing
201011536,Bombing
201011507,Bombing
201011505,Bombing
201011958,Bombing
201012399,Bombing
201011523,Bombing
201011461,Bombing
201011467,Armed Attack
201011467, Kidnapping
201010696,Armed Attack
201011840,Armed Attack
201011416,Armed Attack
201011460,Armed Attack
201010745,Armed Attack
201010745, Arson/Firebombing
201010745, Barricade/Hostage
201011826,Arson/Firebombing
201011338,Arson/Firebombing
201012106,Bombing
201011547,Armed Attack
201011506,Assault
201011224,Assault
201011538,Kidnapping
201011538, Unknown
201011330,Kidnapping
201011220,Bombing
201011459,Bombing
201011471,Bombing
201011511,Bombing
201011531,Bombing
201011535,Bombing
201012073,Bombing
201012105,Bombing
201012105, Suicide
201012116,Bombing
201012116, Suicide
201012117,Bombing
201012394,Bombing
201011372,Bombing
201011366,Bombing
201011464,Bombing
201011875,Armed Attack
201011534,Armed Attack
201011551,Armed Attack
201015025,Kidnapping
201011557,Armed Attack
201011548,Armed Attack
201012190,Armed Attack
201012174,Armed Attack
201011370,Armed Attack
201011935,Armed Attack
201011935, Arson/Firebombing
201011935, Theft
201011759,Armed Attack
201011757,Bombing
201011510,Bombing
201011539,Bombing
201011867,Armed Attack
201012348,Armed Attack
201011605,Assault
201011218,Assault
201011638,Kidnapping
201011638, Unknown
201011884,Unknown
201011546,Unknown
201011885,Kidnapping
201013765,Kidnapping
201012388,Unknown
201011331,Kidnapping
201011240,Bombing
201011339,Bombing
201011889,Bombing
201011591,Bombing
201011489,Bombing
201011639,Bombing
201011473,Bombing
201012280,Bombing
201012377,Bombing
201012407,Bombing
201012202,Bombing
201012382,Bombing
201012250,Bombing
201012259,Bombing
201012204,Bombing
201012384,Bombing
201012201,Bombing
201011914,Armed Attack
201011486,Armed Attack
201011559,Armed Attack
201011558,Armed Attack
201011488,Armed Attack
201012389,Armed Attack
201012390,Armed Attack
201011391,Armed Attack
201011374,Armed Attack
201011421,Armed Attack
201011465,Armed Attack
201012347,Armed Attack
201012345,Armed Attack
201010878,Armed Attack
201011466,Armed Attack
201012064,Armed Attack
201011484,Armed Attack
201012069,Arson/Firebombing
201011260,Arson/Firebombing
201011249,Bombing
201011533,Bombing
201011533, Suicide
201011532,Bombing
201011373,Bombing
201012393,Armed Attack
201012349,Armed Attack
201012198,Assault
201012198, Kidnapping
201011478,Armed Attack
201011530,Unknown
201011334,Kidnapping
201011332,Kidnapping
201012060,Unknown
201012289,Kidnapping
201011279,Bombing
201011413,Barricade/Hostage
201011413, Bombing
201011318,Bombing
201011393,Bombing
201012343,Bombing
201012287,Bombing
201012327,Bombing
201012503,Bombing
201012414,Bombing
201012325,Bombing
201012421,Bombing
201012416,Bombing
201012342,Bombing
201011243,Bombing
201011592,Bombing
201011593,Bombing
201011594,Bombing
201011516,Bombing
201011723,Armed Attack
201011727,Armed Attack
201011449,Armed Attack
201012323,Armed Attack
201012418,Armed Attack
201011657,Armed Attack
201012865,Armed Attack
201011503,Armed Attack
201010892,Armed Attack
201010894,Armed Attack
201011411,Armed Attack
201011411, Arson/Firebombing
201011275,Armed Attack
201011275, Assault
201011275, Kidnapping
201010915,Arson/Firebombing
201011276,Armed Attack
201010818,Bombing
201011590,Armed Attack
201012415,Armed Attack
201012341,Armed Attack
201012939,Assault
201012939, Kidnapping
201011333,Kidnapping
201012118,Bombing
201011371,Bombing
201012030,Bombing
201011414,Bombing
201012033,Bombing
201012029,Bombing
201012028,Bombing
201012572,Bombing
201012528,Bombing
201012533,Bombing
201012599,Bombing
201012531,Bombing
201012531, Suicide
201012619,Bombing
201012577,Bombing
201012677,Bombing
201012566,Bombing
201012516,Bombing
201012578,Bombing
201012520,Bombing
201012615,Bombing
201012576,Bombing
201011600,Bombing
201011600, Near Miss/Non Attack Incident
201011647,Bombing
201011647, Near Miss/Non Attack Incident
201011425,Armed Attack
201011390,Armed Attack
201011451,Armed Attack
201011873,Armed Attack
201011872,Armed Attack
201012525,Armed Attack
201012514,Armed Attack
201012523,Armed Attack
201011367,Armed Attack
201010993,Armed Attack
201012066,Armed Attack
201011360,Armed Attack
201011376,Armed Attack
201011376, Arson/Firebombing
201011376, Kidnapping
201011980,Arson/Firebombing
201011379,Arson/Firebombing
201011599,Armed Attack
201011645,Armed Attack
201012065,Armed Attack
201011422,Armed Attack
201012617,Armed Attack
201012011,Unknown
201011321,Kidnapping
201011984,Unknown
201011912,Unknown
201011997,Unknown
201011431,Unknown
201012007,Unknown
201011982,Unknown
201011820,Unknown
201012004,Unknown
201012005,Unknown
201012006,Unknown
201012003,Unknown
201012010,Unknown
201012027,Unknown
201012000,Unknown
201011998,Unknown
201011999,Unknown
201012012,Kidnapping
201011977,Unknown
201011320,Kidnapping
201011911,Unknown
201011335,Kidnapping
201011793,Bombing
201011357,Bombing
201011357, Near Miss/Non Attack Incident
201011285,Armed Attack
201011285, Bombing
201011418,Bombing
201011322,Bombing
201011712,Bombing
201011429,Bombing
201011433,Bombing
201011730,Bombing
201012636,Bombing
201012673,Bombing
201012634,Bombing
201012573,Bombing
201012538,Bombing
201012534,Bombing
201012540,Bombing
201012659,Bombing
201012542,Bombing
201011604,Bombing
201011661,Bombing
201011041,Bombing
201011319,Armed Attack
201011708,Armed Attack
201011424,Armed Attack
201012624,Armed Attack
201012661,Armed Attack
201010984,Armed Attack
201010984, Assault
201010991,Hijacking
201010991, Theft
201011662,Armed Attack
201011640,Armed Attack
201012417,Armed Attack
201011375,Armed Attack
201011375, Arson/Firebombing
201011290,Armed Attack
201011290, Near Miss/Non Attack Incident
201012099,Armed Attack
201011415,Armed Attack
201011415, Kidnapping
201011395,Armed Attack
201011395, Kidnapping
201011398,Arson/Firebombing
201011340,Arson/Firebombing
201013881,Arson/Firebombing
201013881, Unknown
201011387,Armed Attack
201011660,Armed Attack
201012627,Bombing
201012535,Bombing
201011545,Bombing
201011386,Armed Attack
201011299,Armed Attack
201011403,Assault
201011452,Kidnapping
201011453,Unknown
201011435,Unknown
201011710,Unknown
201011336,Kidnapping
201011562,Kidnapping
201011439,Bombing
201011713,Bombing
201011442,Bombing
201012683,Bombing
201012684,Bombing
201011440,Armed Attack
201011438,Armed Attack
201011952,Armed Attack
201012544,Armed Attack
201012658,Armed Attack
201011654,Kidnapping
201011615,Armed Attack
201011614,Armed Attack
201012112,Armed Attack
201011560,Armed Attack
201011419,Arson/Firebombing
201011419, Kidnapping
201011426,Bombing
201011437,Bombing
201011437, Suicide
201012543,Bombing
201011610,Bombing
201011610, Suicide
201011733,Armed Attack
201011443,Armed Attack
201011725,Assault
201011725, Barricade/Hostage
201011725, Theft
201011441,Unknown
201011763,Kidnapping
201011537,Kidnapping
201011790,Kidnapping
201011477,Bombing
201011711,Armed Attack
201011711, Bombing
201012423,Arson/Firebombing
201012423, Bombing
201011324,Bombing
201011326,Bombing
201011325,Bombing
201011446,Bombing
201012788,Bombing
201012689,Bombing
201012696,Bombing
201012784,Bombing
201012693,Bombing
201012687,Bombing
201011641,Bombing
201012350,Bombing
201011716,Armed Attack
201011719,Armed Attack
201011445,Armed Attack
201011469,Armed Attack
201012699,Armed Attack
201012691,Armed Attack
201011619,Armed Attack
201011525,Armed Attack
201012104,Armed Attack
201011037,Arson/Firebombing
201011037, Barricade/Hostage
201012483,Arson/Firebombing
201012483, Barricade/Hostage
201011444,Arson/Firebombing
201011444, Other
201011444, Unknown
201012383,Armed Attack
201012413,Bombing
201012420,Bombing
201012508,Armed Attack
201011323,Unknown
201012587,Kidnapping
201012587, Unknown
201011521,Kidnapping
201011794,Kidnapping
201011568,Kidnapping
201011674,Bombing
201011675,Bombing
201011851,Bombing
201011643,Bombing
201012796,Bombing
201012698,Bombing
201012789,Bombing
201012782,Bombing
201012790,Bombing
201012791,Bombing
201012424,Bombing
201011586,Bombing
201011056,Bombing
201010950,Bombing
201010950, Near Miss/Non Attack Incident
201010950, Suicide
201011795,Armed Attack
201011792,Armed Attack
201011472,Armed Attack
201012697,Armed Attack
201012781,Armed Attack
201012035,Armed Attack
201012034,Kidnapping
201012096,Kidnapping
201012056,Armed Attack
201011636,Armed Attack
201011726,Armed Attack
201011635,Armed Attack
201011634,Armed Attack
201011044,Armed Attack
201011481,Armed Attack
201011481, Kidnapping
201011878,Arson/Firebombing
201011878, Kidnapping
201012700,Armed Attack
201011646,Bombing
201011648,Bombing
201011585,Bombing
201011528,Bombing
201011964,Armed Attack
201012058,Armed Attack
201011948,Unknown
201011877,Kidnapping
201012432,Unknown
201013764,Unknown
201011483,Kidnapping
201011483, Theft
201011800,Kidnapping
201012510,Kidnapping
201011842,Bombing
201011651,Bombing
201011653,Bombing
201011649,Bombing
201011707,Bombing
201012794,Bombing
201012792,Bombing
201012701,Bombing
201012793,Bombing
201011296,Bombing
201012040,Bombing
201012048,Bombing
201012036,Bombing
201012039,Bombing
201011678,Armed Attack
201011509,Armed Attack
201012795,Armed Attack
201012081,Armed Attack
201011624,Armed Attack
201011527,Armed Attack
201011526,Armed Attack
201011490,Armed Attack
201011490, Arson/Firebombing
201011307,Armed Attack
201011307, Arson/Firebombing
201012376,Armed Attack
201012051,Assault
201012051, Kidnapping
201011553,Arson/Firebombing
201011397,Armed Attack
201012037,Armed Attack
201011493,Assault
201011541,Assault
201011541, Kidnapping
201011960,Armed Attack
201011925,Kidnapping
201011804,Kidnapping
201011683,Armed Attack
201011683, Bombing
201011683, Suicide
201011780,Bombing
201012799,Bombing
201012798,Bombing
201012800,Bombing
201012703,Bombing
201012702,Bombing
201012704,Bombing
201012083,Bombing
201012124,Bombing
201011786,Armed Attack
201011676,Armed Attack
201011699,Armed Attack
201011677,Armed Attack
201011522,Armed Attack
201012743,Armed Attack
201012732,Armed Attack
201012797,Armed Attack
201011447,Armed Attack
201012042,Armed Attack
201012059,Armed Attack
201012875,Armed Attack
201011569,Armed Attack
201011569, Assault
201011569, Kidnapping
201011514,Arson/Firebombing
201011514, Assault
201011686,Arson/Firebombing
201011686, Kidnapping
201012736,Armed Attack
201012072,Armed Attack
201011576,Armed Attack
201011772,Bombing
201011784,Armed Attack
201012094,Armed Attack
201011768,Unknown
201011869,Unknown
201011690,Unknown
201013125,Kidnapping
201013125, Unknown
201011805,Kidnapping
201011637,Armed Attack
201011637, Bombing
201011685,Bombing
201011829,Bombing
201012068,Bombing
